UDI,Product ID,Type,air_temp,proc_temp,rpm,torque,wear,failure,TWF,HDF,PWF,OSF,RNF,mean_air_temp,std_air_temp,mean_proc_temp,std_proc_temp,mean_rpm,std_rpm,mean_torque,std_torque,rolling_mean_air_temp,rolling_std_air_temp,rolling_mean_proc_temp,rolling_std_proc_temp,rolling_mean_rpm,rolling_std_rpm,rolling_mean_torque,rolling_std_torque,torque_speed_product,temp_ratio,lag_1_torque,diff_lag_1_torque,cumulative_sum_torque
1776,L48955,L,298.5,308.0,1404,48.1,32,0,0,0,0,0,0,297.6565315315315,0.8987704384198254,308.44138513513514,0.9971757844575299,1540.080518018018,183.20352030248887,39.901520270270275,9.812881614225264,298.46,0.05477225578084855,307.98,0.044721359554610436,1452.2,60.3920524572543,47.620000000000005,7.958140486319739,67532.40000000001,1.031825795644891,37.3,10.800000000000004,70865.10000000008
1777,L48956,L,298.5,308.1,1564,31.1,34,0,0,0,0,0,0,297.6570061902082,0.8987401319899869,308.44119302194713,0.9969279023900842,1540.0939786156443,183.15281444144284,39.896567248171074,9.812340233972606,298.48,0.04472135958768774,308.02,0.04472135955547158,1475.8,77.88581385592474,44.78,10.960474442285829,48640.4,1.0321608040201007,48.1,-17.0,70896.20000000008
1778,H31191,H,298.6,308.2,1555,36.8,36,0,0,0,0,0,0,297.65753655793026,0.898765491764371,308.441057367829,0.9966637685300663,1540.1023622047244,183.10161416179355,39.89482564679415,9.809853796642868,298.52,0.04472135958880309,308.06,0.08944271910313956,1485.2,85.23320949019669,42.559999999999995,11.289729846192092,57223.99999999999,1.032150033489618,31.1,5.699999999999996,70933.00000000009
1779,L48958,L,298.6,308.2,1325,54.0,41,0,0,0,0,0,0,297.65806632939854,0.8987905096851997,308.44092186621697,0.9963998434350623,1539.9814502529512,183.12114412047643,39.90275435637999,9.81279485750318,298.54,0.054772255782649805,308.1,0.10000000000317757,1473.4,104.62456690471774,41.459999999999994,9.323250506127156,71550.0,1.032150033489618,36.8,17.200000000000003,70987.00000000009
1780,M16639,M,298.6,308.2,1488,44.0,43,0,0,0,0,0,0,297.658595505618,0.8988151868828431,308.4407865168539,0.9961361268318418,1539.9522471910113,183.0738154113524,39.90505617977528,9.810517193698788,298.56,0.05477225578308828,308.14,0.08944271910394945,1467.2,102.1356940545261,42.8,9.053452380169704,65472.0,1.032150033489618,54.0,-10.0,71031.00000000009
1781,L48960,L,298.5,308.2,1595,32.3,46,0,0,0,0,0,0,297.65906793935994,0.8987838389747601,308.44065131948344,0.9958726184476715,1539.9831555306007,183.0270310586032,39.900786075238635,9.809416448858306,298.56,0.05477225578308828,308.17999999999995,0.044721359558760436,1505.4,108.13093914324315,39.64,9.488045109504908,51518.49999999999,1.0324958123953099,44.0,-11.700000000000003,71063.30000000009
1782,L48961,L,298.5,308.1,1662,28.6,48,0,0,0,0,0,0,297.6595398428732,0.8987522771192485,308.44046015712684,0.9956257002046534,1540.0516273849607,182.99846934108336,39.89444444444444,9.810315389447313,298.56,0.05477225578308828,308.18,0.044721359558760436,1525.0,128.3919779425481,39.14,10.096930226558957,47533.200000000004,1.0321608040201007,32.3,-3.6999999999999957,71091.9000000001
1783,L48962,L,298.4,308.0,1571,37.4,50,0,0,0,0,0,0,297.6599551318003,0.8986711715245224,308.4402131239484,0.9954009617448047,1540.0689848569825,182.9485839020754,39.89304542905216,9.80774029981523,298.52000000000004,0.08366600267417429,308.14,0.08944271910394945,1528.2,129.52104076172242,39.260000000000005,10.06568427877608,58755.399999999994,1.032171581769437,28.6,8.799999999999997,71129.30000000009
1784,H31197,H,298.3,308.0,1553,41.0,52,0,0,0,0,0,0,297.6603139013453,0.8985469120316507,308.439966367713,0.9951763634559541,1540.0762331838564,182.8975293533812,39.89366591928251,9.805024591960782,298.46,0.11401754252453869,308.1,0.10000000000317757,1573.8,63.30639778094908,36.660000000000004,6.269609238222072,63673.0,1.0325175997318137,37.4,3.6000000000000014,71170.30000000009
1785,L48964,L,298.3,308.0,2886,3.8,57,1,0,0,1,0,0,297.6606722689076,0.8984226315780123,308.4397198879552,0.9949519052148063,1540.8302521008404,185.6006664326977,39.87344537815127,9.839433490169485,298.4,0.100000000015959,308.06000000000006,0.08944271910315822,1853.4,578.7178068800024,28.619999999999997,14.662264490862192,10966.8,1.0325175997318137,41.0,-37.2,71174.1000000001
1786,L48965,L,298.2,308.0,1538,38.2,59,0,0,0,0,0,0,297.66097424412095,0.8982615967831216,308.43947368421055,0.9947275868981544,1540.828667413214,185.54868225304716,39.872508398656215,9.836756660788703,298.34000000000003,0.11401754252330852,308.02000000000004,0.044721359555595516,1842.0,585.6009733598466,29.8,15.257784898208472,58751.600000000006,1.0328638497652582,3.8,34.400000000000006,71212.30000000009
1787,L48966,L,298.4,308.2,1618,33.0,61,0,0,0,0,0,0,297.6613878007835,0.8981802425921511,308.4393396754337,0.9944652039618213,1540.8718522663683,185.50571243829413,39.868662562954675,9.835346166378706,298.32,0.08366600267138022,308.03999999999996,0.089442719102964,1833.2,589.301026640884,30.68,15.298104457742424,53394.0,1.0328418230563003,38.2,-5.200000000000003,71245.30000000009
1788,L48967,L,298.4,308.2,1364,45.9,63,0,0,0,0,0,0,297.6618008948546,0.8980987818736249,308.4392058165548,0.9942030275100714,1540.7729306487695,185.50096693878157,39.87203579418345,9.833628385506325,298.32,0.08366600267138022,308.08,0.10954451150376751,1791.8,618.8563645952103,32.379999999999995,16.644578696981156,62607.6,1.0328418230563003,33.0,12.899999999999999,71291.20000000008
1789,L48968,L,298.3,308.0,1442,47.3,65,0,0,0,0,0,0,297.66215762996086,0.8979743770568517,308.43896031302404,0.9939792089813313,1540.7177193963107,185.46378839421507,39.87618781442146,9.832446560730842,298.32,0.08366600267138022,308.08,0.10954451150376751,1769.6,631.4275888809419,33.64,17.667286152660772,68206.59999999999,1.0325175997318137,45.9,1.3999999999999986,71338.50000000009
1790,L48969,L,298.2,307.9,1313,67.3,67,1,0,0,1,0,0,297.6624581005587,0.8978133751200829,308.43865921787705,0.9937830172465986,1540.590502793296,185.4900521327669,39.89150837988827,9.851046339835623,298.3,0.10000000001480153,308.06,0.1341640786520892,1455.0,124.57126474432098,46.339999999999996,13.082927806878741,88364.9,1.0325285043594903,47.3,20.0,71405.80000000009
1791,L48970,L,298.2,307.9,1847,23.6,69,0,0,0,0,0,0,297.66275823562256,0.8976524237809973,308.4383584589615,0.9935869149042332,1540.7615857063092,185.5795229220803,39.882412060301505,9.855815173094555,298.3,0.10000000001480153,308.03999999999996,0.1516575088827775,1516.8,217.80197427938919,43.42,16.52927705618127,43589.200000000004,1.0325285043594903,67.3,-43.699999999999996,71429.4000000001
1792,L48971,L,298.1,307.8,1524,40.8,71,0,0,0,0,0,0,297.66300223214284,0.8974612272284376,308.4380022321429,0.9934239523354292,1540.752232142857,185.52812930168818,39.882924107142856,9.853087147768921,298.23999999999995,0.11401754252228462,307.96000000000004,0.15165750888230337,1498.0,210.82812905302677,44.98,15.644391966452414,62179.2,1.032539416303254,23.6,17.199999999999996,71470.2000000001
1793,M16652,M,298.1,307.7,1445,48.0,73,0,0,0,0,0,0,297.66324595649746,0.8972701371151179,308.43759063022867,0.9932996484937847,1540.6988287785834,185.49014065710753,39.88745119910764,9.852202653580619,298.18,0.08366600266948551,307.86,0.1140175425108434,1514.2,200.83251728741467,45.4,15.703343593005945,69360.0,1.0322039584032203,40.8,7.200000000000003,71518.2000000001
1794,L48973,L,298.1,307.8,1761,28.2,76,0,0,0,0,0,0,297.6634894091416,0.897079153373538,308.4372352285396,0.9931367060289326,1540.8216276477146,185.5113355478799,39.8809364548495,9.853319331850217,298.14,0.05477225577430059,307.82,0.08366600265423599,1578.0,221.74309459372057,41.58,17.361221155206803,49660.2,1.032539416303254,48.0,-19.8,71546.4000000001
1795,M16654,M,298.1,307.8,1514,43.5,78,0,0,0,0,0,0,297.66373259052926,0.8968882759361577,308.4368802228412,0.9929737914609743,1540.8066852367688,185.46070557105233,39.88295264623955,9.850943125569083,298.12,0.044721359578672765,307.8,0.07071067811937531,1618.2,174.97914161407843,36.82000000000001,10.422667604792908,65859.0,1.032539416303254,28.2,15.3,71589.9000000001
1796,M16655,M,298.1,307.7,1498,38.3,81,0,0,0,0,0,0,297.6639755011136,0.8966975047353973,308.43646993318487,0.9928494261163162,1540.78285077951,185.41178940409932,39.882071269487746,9.848269581890616,298.1,0.0,307.76000000000005,0.05477225575073932,1548.4,122.68781520591078,39.76,7.394795467083589,57373.399999999994,1.0322039584032203,43.5,-5.200000000000003,71628.2000000001
1797,H31210,H,298.1,307.6,1542,37.1,84,0,0,0,0,0,0,297.6642181413467,0.8965068397036384,308.4360044518642,0.9927690997928772,1540.783528102393,185.36016645929422,39.880523094045635,9.845746210138714,298.1,0.0,307.71999999999997,0.08366600265305296,1552.0,122.05531532874639,39.019999999999996,7.449630863338121,57208.200000000004,1.031868500503187,38.3,-1.1999999999999957,71665.3000000001
1798,M16657,M,298.0,307.6,1508,41.8,89,0,0,0,0,0,0,297.664404894327,0.8962923422900679,308.43553948832033,0.9926886383550303,1540.765294771969,185.31019723995087,39.881590656284764,9.843110425268561,298.08000000000004,0.044721359577783025,307.7,0.09999999999949592,1564.6,110.99909909544182,37.78,5.945334305150523,63034.399999999994,1.0322147651006712,37.1,4.699999999999996,71707.10000000011
1799,M16658,M,298.0,307.5,1431,52.9,92,0,0,0,0,0,0,297.6645914396887,0.8960779933344852,308.4350194552529,0.9926576316654204,1540.704280155642,185.27673238244253,39.88882712618121,9.84515841850442,298.06000000000006,0.05477225577282171,307.64,0.11401754250893674,1498.6,41.16794869798233,42.71999999999999,6.249159943544453,75699.9,1.0318791946308725,41.8,11.100000000000001,71760.0000000001
1800,M16659,M,298.0,307.5,1427,45.1,95,0,0,0,0,0,0,297.6647777777778,0.8958637926749595,308.4345,0.992626386339366,1540.641111111111,185.24461864505705,39.89172222222223,9.843188141323834,298.04,0.05477225577242993,307.58000000000004,0.08366600265134806,1481.2,50.38551379116527,43.04,6.339400602580702,64357.700000000004,1.0318791946308725,52.9,-7.799999999999997,71805.10000000011
1801,M16660,M,298.0,307.5,1524,36.3,98,0,0,0,0,0,0,297.66496390893946,0.8956497401497844,308.4339811215991,0.9925949032035354,1540.6318711826764,185.19356979866902,39.88972792892837,9.840817489943642,298.02000000000004,0.04472135957636023,307.5400000000001,0.054772255746635405,1486.4,53.78010784667231,42.64,6.762248146881369,55321.2,1.0318791946308725,45.1,-8.800000000000004,71841.40000000011
1802,M16661,M,298.0,307.5,1427,43.6,101,0,0,0,0,0,0,297.6651498335183,0.8954358355974772,308.43346281908987,0.9925631830816394,1540.5688124306325,185.1614988576779,39.89178690344062,9.838473314521991,298.0,0.0,307.52,0.04472135954476852,1463.4,48.376647258772564,43.94,6.014399388135173,62217.200000000004,1.0318791946308725,36.3,7.300000000000004,71885.00000000012
1803,H31216,H,298.1,307.6,1496,44.1,104,0,0,0,0,0,0,297.665391014975,0.8952459217736191,308.4330005546311,0.9924818572440672,1540.5440931780365,185.11309085676254,39.894120909595124,9.836242348088158,298.02,0.04472135957636023,307.52000000000004,0.04472135954476852,1461.0,45.842120369805194,44.4,5.896609195122296,65973.6,1.031868500503187,43.6,0.5,71929.10000000012
1804,L48983,L,298.1,307.7,1388,40.3,109,0,0,0,0,0,0,297.6656319290466,0.8950561134683469,308.43259423503326,0.9923566629606987,1540.459534368071,185.09659609744352,39.89434589800443,9.833518869664319,298.04,0.05477225577242994,307.56,0.08944271909784324,1452.4,55.82383003699863,41.88,3.6016662810427644,55936.399999999994,1.0322039584032203,44.1,-3.8000000000000043,71969.40000000013
1805,L48984,L,298.1,307.7,1495,48.1,111,0,0,0,0,0,0,297.6658725761773,0.8948664106141255,308.432188365651,0.9922314254997542,1540.434349030471,185.04838084695547,39.898891966759,9.83269010904193,298.06,0.054772255772821715,307.6,0.09999999999851182,1466.0,56.36931789546251,42.48,4.427414595449641,71909.5,1.0322039584032203,40.3,7.800000000000004,72017.50000000013
1806,H31219,H,298.1,307.7,1376,56.2,113,0,0,0,0,0,0,297.66611295681065,0.8946768131433848,308.4317829457365,0.9921061451663653,1540.343300110742,185.03757371514723,39.907918050941305,9.837447160346828,298.08000000000004,0.04472135957779971,307.64,0.08944271909883149,1436.4,57.15155290978287,46.46,6.108436788573742,77331.2,1.0322039584032203,48.1,8.100000000000001,72073.70000000013
1807,H31220,H,298.0,307.6,1593,32.2,118,0,0,0,0,0,0,297.6662977310459,0.8944635702631205,308.43132263420034,0.9920244351896987,1540.3724405091311,184.9904854449822,39.90365246264526,9.836394662848521,298.08000000000004,0.04472135957779971,307.65999999999997,0.0547722557490386,1469.6,89.42762436741633,44.17999999999999,8.922275494513759,51294.600000000006,1.0322147651006712,56.2,-24.0,72105.90000000013
1808,L48987,L,298.0,307.6,1654,28.9,123,0,0,0,0,0,0,297.666482300885,0.8942504744993705,308.4308628318584,0.9919425955590941,1540.4352876106195,184.95859694441663,39.89756637168142,9.837077047189293,298.06000000000006,0.054772255772821715,307.65999999999997,0.0547722557490386,1501.2,122.78314216536288,41.14,11.243798290613379,47800.6,1.0322147651006712,32.2,-3.3000000000000043,72134.80000000012
1809,L48988,L,298.1,307.7,2567,12.8,125,1,0,0,1,0,0,297.6667219458264,0.8940612386284179,308.43045881702596,0.9918171061813125,1541.0027639579878,186.47603731406429,39.88258706467662,9.854971609664252,298.06,0.054772255772821715,307.65999999999997,0.0547722557490386,1737.0,475.7651731684442,35.64,17.006557558777132,32857.6,1.0322039584032203,28.9,-16.099999999999998,72147.60000000012
1810,L48989,L,298.1,307.7,1767,27.0,127,0,0,0,0,0,0,297.66696132596684,0.8938721078007492,308.43005524861877,0.9916915752756603,1541.1276243093923,186.50015600985316,39.875469613259675,9.856899575302863,298.06000000000006,0.054772255772821715,307.65999999999997,0.0547722557490386,1791.4,456.3302532158039,31.420000000000005,15.710251430196747,47709.0,1.0322039584032203,12.8,14.2,72174.60000000012
1811,L48990,L,298.1,307.6,1364,53.8,129,0,0,0,0,0,0,297.6672004417449,0.8936830819487749,308.42959690778576,0.9916094417363708,1541.029817780232,186.49508220056202,39.88315847598012,9.85960720961592,298.06,0.054772255772821715,307.64,0.0547722557486118,1789.0,459.0844148955611,30.939999999999998,14.772542096741468,73383.2,1.031868500503187,27.0,26.799999999999997,72228.40000000013
1812,M16671,M,298.1,307.8,1569,31.2,131,0,0,0,0,0,0,297.66743929359825,0.8934941610048737,308.42924944812364,0.9914459595436614,1541.0452538631346,186.44474341294452,39.878366445916114,9.858995168587121,298.08000000000004,0.04472135957779971,307.68,0.08366600265271666,1784.2,461.7636841502368,30.74,14.757980891707334,48952.799999999996,1.032539416303254,53.8,-22.599999999999998,72259.60000000012
1813,L48992,L,298.2,307.8,1476,36.8,134,0,0,0,0,0,0,297.6677330391616,0.8933351401474529,308.4289023717595,0.9912825092224751,1541.0093767236624,186.39954896574557,39.876668505239934,9.856539471435763,298.12,0.04472135957878796,307.72,0.08366600265327548,1748.6,480.7809272423353,32.32,14.933586307381058,54316.799999999996,1.0321931589537223,31.2,5.599999999999998,72296.40000000013
1814,L48993,L,298.1,307.7,1479,45.0,136,0,0,0,0,0,0,297.66797133406834,0.893146403957579,308.4285005512679,0.9911568512351583,1540.9751929437707,186.3538229172549,39.879492833517084,9.854555005086043,298.12,0.04472135957878796,307.71999999999997,0.08366600265327548,1531.0,150.63034222891366,38.760000000000005,10.775342221943577,66555.0,1.0322039584032203,36.8,8.200000000000003,72341.40000000013
1815,L48994,L,298.1,307.7,1650,34.1,138,0,0,0,0,0,0,297.66820936639124,0.8929577725092985,308.42809917355373,0.9910311531424095,1541.035261707989,186.32002578468908,39.8763085399449,9.852772355030531,298.12,0.04472135957878796,307.71999999999997,0.08366600265327548,1507.6,107.80213355958988,40.18,9.18923282978509,56265.0,1.0322039584032203,45.0,-10.899999999999999,72375.50000000013
1816,M16675,M,298.1,307.6,1565,36.3,140,0,0,0,0,0,0,297.6684471365639,0.8927692457347906,308.42764317180615,0.9909486544160075,1541.0484581497797,186.26953978621097,39.87433920704846,9.850415219871877,298.12,0.04472135957878796,307.72,0.08366600265327548,1547.8,72.59269935743991,36.68,5.149465991731531,56809.49999999999,1.031868500503187,34.1,2.1999999999999957,72411.80000000013
1817,L48996,L,298.1,307.6,1460,46.5,143,0,0,0,0,0,0,297.66868464501925,0.8925808235662049,308.42718767198676,0.9908660300664137,1541.0038525041277,186.22795374506788,39.87798569069896,9.84892935178475,298.12,0.04472135957878796,307.68,0.08366600265269458,1526.0,80.5636394411254,39.74,5.6047301451541855,67890.0,1.031868500503187,36.3,10.200000000000003,72458.30000000013
1818,L48997,L,298.1,307.7,1664,27.6,145,0,0,0,0,0,0,297.6689218921892,0.8923925059356625,308.4267876787679,0.9907401323912675,1541.071507150715,186.1990471043861,39.871232123212316,9.850428625480872,298.1,0.0,307.65999999999997,0.05477225574898152,1563.6,94.12385457470205,37.9,7.865430693865388,45926.4,1.0322039584032203,46.5,-18.9,72485.90000000014
1819,M16678,M,298.1,307.7,1435,40.9,147,0,0,0,0,0,0,297.6691588785047,0.8922042927752564,308.4263881253436,0.990614195910523,1541.0131940626718,186.1644435595663,39.871797691039035,9.847748655769575,298.1,0.0,307.65999999999997,0.05477225574898152,1554.8,105.39307377621958,37.08,7.118426792487203,58691.5,1.0322039584032203,27.6,13.299999999999997,72526.80000000013
1820,M16679,M,298.1,307.6,2066,19.2,150,0,0,0,0,0,0,297.6693956043956,0.8920161840170512,308.42593406593403,0.9905312883212959,1541.3016483516483,186.51965541316352,39.86043956043956,9.85695858629507,298.1,0.0,307.64,0.054772255748514506,1638.0,255.96972477228564,34.1,10.829358245066933,39667.2,1.031868500503187,40.9,-21.7,72546.00000000013
1821,L49000,L,298.1,307.5,1493,43.7,153,0,0,0,0,0,0,297.6696320702911,0.8918281795930846,308.42542559033495,0.990496821493507,1541.2751235584844,186.47184208832078,39.86254805052169,9.854661020732351,298.1,0.0,307.62,0.08366600265179691,1623.6,263.03098676771845,35.58,11.677628183839364,65244.100000000006,1.0315330426031533,19.2,24.500000000000004,72589.70000000013
1822,L49001,L,298.1,307.6,1354,43.3,155,0,0,0,0,0,0,297.6698682766191,0.8916402794353674,308.424972557629,0.990413619192944,1541.172338090011,186.47225581522622,39.86443468715697,9.852283939730183,298.1,0.0,307.62,0.08366600265179691,1602.4,283.0252638899921,34.94,10.997408785709446,58628.2,1.031868500503187,43.7,-0.4000000000000057,72633.00000000013
1823,L49002,L,298.1,307.6,1488,39.4,157,0,0,0,0,0,0,297.6701042238069,0.8914524834758841,308.4245200219419,0.9903302942291861,1541.1431705979155,186.42523601634727,39.86417992320351,9.849585874743346,298.1,0.0,307.6,0.07071067811639088,1567.2,284.3900490523529,37.3,10.270589077555371,58627.2,1.031868500503187,43.3,-3.8999999999999986,72672.40000000013
1824,L49003,L,298.1,307.7,1414,48.7,159,0,0,0,0,0,0,297.67033991228067,0.8912647916465933,308.4241228070175,0.9902039652285715,1541.0734649122808,186.3978724221408,39.86902412280702,9.849057189228676,298.1,0.0,307.6,0.07071067811639088,1563.0,286.9738664059842,38.86,11.475757055636892,68861.8,1.0322039584032203,39.4,9.300000000000004,72721.10000000012
1825,L49004,L,298.1,307.5,1391,57.4,161,0,0,0,0,0,0,297.6705753424658,0.8910772038794282,308.42361643835613,0.9901688152150515,1540.9912328767123,186.37987915255218,39.8786301369863,9.854904786031414,298.1,0.0,307.58000000000004,0.08366600265120074,1428.0,60.96310359553293,46.5,6.930728677419208,79843.4,1.0315330426031533,48.7,8.699999999999996,72778.50000000012
1826,M16685,M,298.0,307.5,1784,27.8,163,0,0,0,0,0,0,297.6707557502738,0.8908663959192779,308.4231106243154,0.9901334437956777,1541.1243154435926,186.415571664816,39.872015334063526,9.856258424370985,298.08000000000004,0.04472135957779971,307.58000000000004,0.08366600265120074,1486.2,173.5229091503473,43.32000000000001,10.993498078409827,49595.200000000004,1.0318791946308725,57.4,-29.599999999999998,72806.30000000012
1827,H31240,H,297.8,307.3,1516,40.1,166,0,0,0,0,0,0,297.67082649151615,0.8906275560478024,308.4224958949097,0.9902109643674808,1541.1105637657363,186.36544683320525,39.87214012041598,9.853560632430396,298.02000000000004,0.13038404811308174,307.52,0.14832396974017023,1518.6,157.00573237942515,42.68,11.08769588327532,60791.6,1.031900604432505,27.8,12.3,72846.40000000013
1828,M16687,M,297.9,307.3,1420,47.8,171,0,0,0,0,0,0,297.67095185995623,0.8903999162274696,308.4218818380744,0.9902880128390759,1541.0443107221006,186.3359688132714,39.87647702407002,9.852608603037007,297.97999999999996,0.13038404811274715,307.46000000000004,0.1673320053048188,1505.0,163.1441080762639,44.36,11.102837475168261,67876.0,1.031554212823095,40.1,7.699999999999996,72894.20000000013
1829,L49008,L,297.8,307.2,1351,56.3,174,0,0,0,0,0,0,297.67102241662116,0.8901614524473355,308.4212137780208,0.9904292842373165,1540.9404045926735,186.33798863572548,39.88545653362493,9.85739659261677,297.91999999999996,0.1303840481122305,307.36,0.13416407864660035,1492.4,174.0008620668291,45.88,12.301097512010907,76061.3,1.0315648085963733,47.8,8.5,72950.50000000013
1830,L49009,L,297.8,307.2,1880,23.0,176,0,0,0,0,0,0,297.67109289617486,0.8899231800439737,308.4205464480874,0.9905699309811433,1541.1256830601094,186.45557752683942,39.87622950819672,9.862603291023664,297.86,0.08944271911114109,307.3,0.12247448713486404,1590.2,230.88568600066932,39.0,13.778425164001867,43240.0,1.0315648085963733,56.3,-33.3,72973.50000000013
1831,L49010,L,297.8,307.3,1859,24.0,178,0,0,0,0,0,0,297.67116329874386,0.8896850987617025,308.4199344620426,0.990645424134275,1541.2992900054614,186.5525929580887,39.867558711086836,9.866886526149566,297.82000000000005,0.044721359571307025,307.26,0.05477225574004592,1605.2,248.3962560104312,38.239999999999995,14.629183162432541,44616.0,1.031900604432505,23.0,1.0,72997.50000000013
1832,M16691,M,297.8,307.3,1315,54.0,180,0,0,0,0,0,0,297.67123362445415,0.8894472083453175,308.4193231441048,0.9907204514609772,1541.1757641921397,186.57657064681396,39.87527292576419,9.869716295903649,297.82,0.044721359571307025,307.26000000000005,0.054772255740045926,1565.0,280.61628605624384,41.019999999999996,16.296686779833507,71010.0,1.031900604432505,24.0,30.0,73051.50000000013
1833,M16692,M,297.8,307.4,1330,51.7,183,0,0,0,0,0,0,297.67130387343155,0.8892095085400911,308.4187670485543,0.9907361333815664,1541.0605564648117,186.5908471942744,39.88172394980906,9.870886953736685,297.8,0.0,307.28,0.08366600264684146,1547.0,294.77194574789456,41.8,16.788239931571155,68761.0,1.0322364002686366,54.0,-2.299999999999997,73103.20000000013
1834,L49013,L,297.8,307.3,1327,61.0,186,1,0,0,0,1,0,297.67137404580154,0.888971999091771,308.4181570338059,0.9908103035927497,1540.943838604144,186.6068993078025,39.89323882224645,9.88050746683489,297.8,0.0,307.3,0.07071067811123292,1542.2,298.92758320369114,42.739999999999995,17.897988713819228,80947.0,1.031900604432505,51.7,9.299999999999997,73164.20000000013
1835,L49014,L,297.8,307.2,1498,38.1,188,0,0,0,0,0,0,297.67144414168934,0.8887346797465792,308.4174931880109,0.9909482556075482,1540.9204359673024,186.55871161900734,39.89226158038147,9.877902100082947,297.8,0.0,307.3,0.07071067811123292,1465.8,232.4278382638355,45.760000000000005,14.727627100113613,57073.8,1.0315648085963733,61.0,-22.9,73202.30000000013
1836,H31249,H,297.8,307.3,1555,35.8,190,0,0,0,0,0,0,297.67151416122005,0.8884975502512104,308.4168845315904,0.9910214309378224,1540.9281045751634,186.508160708298,39.89003267973857,9.875672021365984,297.8,0.0,307.3,0.07071067811123292,1405.0,112.86939354847121,48.12,10.78735370700346,55668.99999999999,1.031900604432505,38.1,-2.3000000000000043,73238.10000000014
1837,L49016,L,297.7,307.2,1518,35.8,195,0,0,0,0,0,0,297.67152966793685,0.8882558003767187,308.416222101252,0.9911582377043705,1540.9156232988569,186.45812919857565,39.887806205770275,9.873443366431784,297.78000000000003,0.04472135957036009,307.28,0.08366600264682617,1445.6,108.8407092957395,44.480000000000004,11.362526127582756,54344.399999999994,1.0319113201209271,35.8,0.0,73273.90000000014
1838,L49017,L,297.7,307.2,1392,43.0,197,0,0,0,0,0,0,297.6715451577802,0.8880142477267814,308.41556039173014,0.9912944344895971,1540.8346028291621,186.43973125650072,39.889499455930356,9.871022550607943,297.76,0.05477225576674728,307.24,0.054772255739520534,1458.0,95.03420436874126,42.739999999999995,10.622523240737133,59856.0,1.0319113201209271,35.8,7.200000000000003,73316.90000000014
1839,M16698,M,297.8,307.2,1456,39.6,199,0,0,0,0,0,0,297.6716150081566,0.8877776974934035,308.41489940184886,0.9914300232304136,1540.7884719956498,186.39950414233488,39.88934203371397,9.868339232503052,297.76,0.05477225576674728,307.21999999999997,0.04472135953592751,1483.8,62.53159201555386,38.459999999999994,3.0079893616832916,57657.6,1.0315648085963733,43.0,-3.3999999999999986,73356.50000000015
1840,L49019,L,297.7,307.1,1715,30.2,0,0,0,0,0,0,0,297.6716304347826,0.8875365362349033,308.4141847826087,0.9916343327579286,1540.883152173913,186.3930691441306,39.88407608695652,9.868241375008301,297.74,0.054772255766355506,307.2,0.07071067810936288,1527.2,121.93727895930627,36.879999999999995,4.79082456368417,51793.0,1.0315754114880753,39.6,-9.400000000000002,73386.70000000014
1841,M16700,M,297.7,307.2,1405,43.7,2,0,0,0,0,0,0,297.6716458446497,0.8872955714010334,308.413525258012,0.9917686279844163,1540.8093427485062,186.36932139207852,39.88614883215644,9.865960276187781,297.71999999999997,0.044721359568920614,307.18,0.044721359534686644,1497.2,131.46748647479225,38.46,5.5828308231577175,61398.50000000001,1.0319113201209271,30.2,13.500000000000004,73430.40000000014
1842,L49021,L,297.7,307.2,1668,37.8,5,0,0,0,0,0,0,297.671661237785,0.8870548027252941,308.4128664495114,0.9919023211168224,1540.8783930510315,186.34226532897017,39.88501628664495,9.863400170706413,297.71999999999997,0.044721359568920614,307.18,0.044721359534686644,1527.2,152.78645227898866,38.86,5.413686359588994,63050.399999999994,1.0319113201209271,43.7,-5.900000000000006,73468.20000000014
1843,H31256,H,297.7,307.1,1855,22.5,7,0,0,0,0,0,0,297.671676614216,0.8868142299416913,308.4121540965817,0.9921044841160369,1541.0488334237657,186.43531829340085,39.8755832881172,9.86903439970744,297.71999999999997,0.044721359568920614,307.15999999999997,0.0547722557375221,1619.8,186.8654596226913,34.760000000000005,8.421579424312238,41737.5,1.0315754114880753,37.8,-15.299999999999997,73490.70000000014
1844,L49023,L,297.6,307.1,1496,39.2,12,0,0,0,0,0,0,297.6716377440347,0.8865751786985282,308.41144251626895,0.9923058757842669,1541.024403470716,186.38768443861116,39.87521691973969,9.866369142221833,297.68,0.04472135956797368,307.14,0.054772255737038214,1627.8,178.7811511317669,34.68,8.365823330671002,58643.200000000004,1.0319220430107527,22.5,16.700000000000003,73529.90000000014
1845,M16704,M,297.6,307.1,1471,44.9,14,0,0,0,0,0,0,297.67159891598914,0.8863363206582597,308.4107317073171,0.9925064986086743,1540.9864498644986,186.34426985976717,39.877940379403796,9.864387187468667,297.65999999999997,0.05477225576480462,307.14,0.054772255737038214,1579.0,182.29509044403713,37.620000000000005,8.95974329989424,66047.9,1.0319220430107527,39.2,5.699999999999996,73574.80000000013
1846,L49025,L,297.7,307.2,1444,40.0,17,0,0,0,0,0,0,297.67161430119177,0.8860963351198126,308.4100758396533,0.9926375555752817,1540.9339111592633,186.30743880628873,39.878006500541716,9.861713958672082,297.65999999999997,0.05477225576480462,307.14,0.054772255737038214,1586.8,173.61653147093935,36.88,8.471540591887617,57760.0,1.0319113201209271,44.9,-4.899999999999999,73614.80000000013
